model_08,displ_08,cyl_08,trans_08,drive_08,fuel_08,veh_class_08,air_pollut_08,city_mpg_08,hwy_mpg_08,cmb_mpg_08,greenhouse_08,smartway_08,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
VOLVO XC 90,4.4,8.0,Auto-S6,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3.0,no,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,5.0,22.0,28.0,24.0,5.0,No
VOLVO XC 90,4.4,8.0,Auto-S6,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3.0,no,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,5.0,20.0,27.0,23.0,5.0,No
VOLVO XC 90,4.4,8.0,Auto-S6,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3.0,no,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Gasoline,standard SUV,7.0,26.0,30.0,27.0,10.0,Elite
VOLVO XC 90,4.4,8.0,Auto-S6,4WD,Gasoline,SUV,7.0,13.0,19.0,15.0,3.0,no,VOLVO XC 90,2.0,4.0,SemiAuto-8,4WD,Electricity,standard SUV,7.0,63.0,61.0,62.0,10.0,Elite
MERCEDES-BENZ C300,3.0,6.0,Auto-L7,2WD,ethanol,small car,6.0,13.0,19.0,15.0,7.0,no,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,5.0,22.0,29.0,25.0,5.0,No
MERCEDES-BENZ C300,3.0,6.0,Auto-L7,2WD,ethanol,small car,6.0,13.0,19.0,15.0,7.0,no,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,5.0,22.0,30.0,25.0,5.0,No
MERCEDES-BENZ C300,3.0,6.0,Auto-L7,2WD,ethanol,small car,6.0,13.0,19.0,15.0,7.0,no,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,5.0,24.0,33.0,27.0,6.0,No
MERCEDES-BENZ C300,3.0,6.0,Auto-L7,2WD,gas,small car,4.0,18.0,25.0,21.0,6.0,no,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,5.0,22.0,29.0,25.0,5.0,No
MERCEDES-BENZ C300,3.0,6.0,Auto-L7,2WD,gas,small car,4.0,18.0,25.0,21.0,6.0,no,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,5.0,22.0,30.0,25.0,5.0,No
MERCEDES-BENZ C300,3.0,6.0,Auto-L7,2WD,gas,small car,4.0,18.0,25.0,21.0,6.0,no,MERCEDES-BENZ C300,2.0,4.0,Auto-9,2WD,Gasoline,small car,5.0,24.0,33.0,27.0,6.0,No
